Symbol,MvN,PTvN,PTvAK,AKvN,MvAK
UNC93A,1,1,1,0,1
PHF1,0,0,0,0,0
CUTA,0,0,0,0,0
PACRG,1,1,1,0,0
QKI,0,0,0,0,0
PDE10A,0,0,0,0,0
MDFI,1,1,0,1,0
TFEB,0,0,0,0,0
SMOC2,0,1,0,0,0
CCND3,0,0,0,0,0
BYSL,0,0,0,0,0
FAM120B,0,0,0,0,0
TBP,0,0,0,0,0
GUCA1B,0,0,0,0,0
PRPH2,0,0,0,0,0
GLTSCR1L,0,0,0,0,0
PPP2R5D,0,0,0,0,0
MRPL2,0,0,0,0,0
PTK7,1,0,0,0,0
SRF,0,0,0,0,0
CUL9,0,0,0,0,0
DNPH1,0,0,0,0,0
DUSP22,0,0,0,0,0
EXOC2,0,0,0,0,0
COX7A2,0,0,0,0,0
TMEM30A,0,0,0,0,0
GMDS,0,0,0,0,0
SENP6,0,0,0,0,0
VEGFA,0,0,0,0,0
PRPF4B,0,0,0,0,0
TTK,0,0,0,0,0
SLC29A1,0,0,0,0,0
WISP3,1,0,0,0,0
BTN2A1,0,0,0,0,0
LAMA4,0,0,0,0,0
FAM46A,0,0,0,0,0
CLIC5,1,0,0,0,0
FBRSL1,0,0,0,0,0
ENPP5,0,1,0,0,0
LY86,0,0,0,0,0
PRSS16,0,0,0,0,0
TBX18,0,1,0,0,0
ERBIN,0,0,0,0,0
PCDHB2,0,0,0,0,1
HARS2,0,0,0,0,0
NUDT12,0,0,0,0,0
CEP72,0,0,0,0,0
MAN2A1,0,0,0,0,0
SEMA5A,0,0,0,0,0
C7,0,1,1,1,0
PAPD7,0,0,0,0,0
GHR,0,1,0,0,0
HMGCS1,1,0,0,0,1
DAP,0,0,0,0,0
BRD8,0,0,0,0,0
KIF20A,1,1,0,0,0
NNT,0,0,0,0,0
MRPS30,0,0,0,0,0
HSPA9,0,0,0,0,0
MRPS27,0,0,0,0,0
PFDN1,0,0,0,0,0
HBEGF,0,0,0,0,0
LOX,0,0,0,0,0
GZMK,0,0,0,0,0
APBB3,0,0,0,0,0
TMCO6,0,0,0,0,0
SPARC,0,0,0,0,0
IK,0,0,0,0,0
HMGCR,1,0,0,0,1
COL4A3BP,0,0,0,0,0
FAF2,0,0,0,0,0
PCDHB3,0,0,0,0,0
PCDHB5,0,1,0,0,0
PCDHB6,0,0,0,0,0
PCDHB7,0,0,0,0,0
PDE8B,0,0,0,0,0
CLK4,0,0,0,0,0
PCDHB15,0,0,0,0,0
ITK,0,0,0,0,0
RNF130,0,0,0,0,0
THG1L,0,0,0,0,0
ARSB,0,0,0,0,0
CLINT1,0,0,0,0,0
THBS4,0,1,0,1,0
CNOT6,0,0,0,0,0
TTC1,0,0,0,0,0
MSH3,0,0,0,0,0
RASGRF2,0,0,0,0,0
CCNG1,0,0,0,0,0
POLR3G,0,0,0,0,0
DROSHA,0,0,0,0,0
CDH6,0,0,0,0,0
LMNB1,0,0,0,0,0
ARRDC3,0,0,0,0,0
GOLPH3,0,0,0,0,0
SUB1,0,0,0,0,0
NPR3,1,0,0,0,0
FAM172A,0,0,0,0,0
SLC27A6,0,1,1,0,0
TARS,0,0,0,0,0
IRX4,0,0,0,0,0
LNPEP,0,0,0,0,0
PDE4D,0,0,0,0,0
RAD1,0,0,0,0,0
BRIX1,0,0,0,0,0
PRLR,0,1,0,0,0
SLC12A7,0,0,0,0,0
RAD50,0,0,0,0,0
ST8SIA4,0,0,0,0,0
GNPDA1,0,0,0,0,0
PCDH12,0,0,0,0,0
SKP1,0,0,0,0,0
NUP155,0,0,0,0,0
PPP2CA,0,0,0,0,0
FGF1,0,0,0,0,0
NR3C1,0,0,0,0,0
C5orf15,0,0,0,0,0
PPWD1,0,0,0,0,0
LIFR,0,1,0,0,0
TRIM23,0,0,0,0,0
TRAPPC13,0,0,0,0,0
SEC24A,0,0,0,0,0
TXNDC15,0,0,0,0,0
TTC33,0,0,0,0,0
RARS,0,0,0,0,0
WWC1,0,0,0,0,0
H2AFY,0,0,0,0,0
TCERG1,0,0,0,0,0
DPYSL3,0,0,0,0,0
SMAD5,0,0,0,0,0
CSNK1A1,0,0,0,0,0
HMGXB3,0,0,0,0,0
ERGIC1,0,0,0,0,0
PDGFRB,0,0,0,0,0
ATP6V0E1,0,0,0,0,0
BNIP1,0,0,0,0,0
STC2,1,0,0,0,1
CPEB4,0,0,0,0,0
HRH2,0,0,0,0,0
DBN1,0,0,0,0,0
ZNF346,0,0,0,0,0
UNC5A,1,0,0,0,0
EHHADH,0,0,0,0,0
CNTN3,1,1,0,0,0
SMC4,0,0,0,0,0
SELK,0,0,0,0,0
ACTR8,0,0,0,0,0
TBCCD1,0,0,0,0,0
TIMMDC1,0,0,0,0,0
CRBN,0,0,0,0,0
BCL6,0,0,0,0,0
HGD,0,1,1,0,0
CLDN16,0,0,0,0,0
ARL6,0,0,0,0,0
NPHP3,0,0,0,0,0
CD86,0,0,0,0,0
AMOTL2,0,0,0,0,0
NIT2,0,0,0,0,0
FAM162A,0,0,0,0,1
OGG1,0,0,0,0,0
KPNA1,0,0,0,0,0
PCCB,0,0,0,0,0
UBE3A,0,0,0,0,0
ARMC8,0,0,0,0,0
CEP70,0,0,0,0,0
RBP1,0,0,0,0,0
SLC25A36,0,0,0,0,0
RNF7,0,0,0,0,0
TFDP2,0,0,0,0,0
XRN1,0,0,0,0,0
KAT2B,0,0,0,0,0
BCHE,0,1,1,0,0
PDCD10,0,0,0,0,0
WNT5A,0,0,0,0,0
PFKFB4,0,0,0,0,0
COL7A1,0,0,0,0,0
FGF12,0,0,0,0,0
PRKAR2A,0,0,0,0,0
HES1,0,0,0,0,0
USP4,0,0,0,0,0
ACAP2,0,0,0,0,0
ECT2,0,0,0,0,0
GNAI2,0,0,0,0,0
TFG,0,0,0,0,0
USP9Y,0,0,0,0,0
HYAL1,0,0,0,0,0
TUSC2,0,0,0,0,0
NPRL2,0,0,0,0,0
RPL24,0,0,0,0,0
CYB561D2,0,0,0,0,0
C3orf14,0,0,0,0,0
FXR1,0,0,0,0,0
CBLB,0,0,0,0,0
BBX,0,0,0,0,0
IFT57,0,0,0,0,0
GNB4,0,0,0,0,0
IQCG,0,0,0,0,0
GBE1,0,0,0,0,0
UMPS,0,0,0,0,0
NCBP2,0,0,0,0,0
SNX4,0,0,0,0,0
C3orf52,0,1,0,0,0
FRMD4B,0,0,0,0,0
SLC41A3,0,0,0,0,0
ROPN1B,1,1,1,0,0
PLXNA1,0,0,0,0,0
ATP6V1A,0,0,0,0,0
ABTB1,0,0,0,0,0
PODXL2,0,0,0,0,0
UPK1B,0,0,0,0,0
CSPG5,0,0,0,0,0
KLHL18,0,0,0,0,1
SCAP,0,0,0,0,0
EFCC1,1,0,0,0,0
KIAA1257,1,0,0,0,1
NEK11,0,0,0,0,0
MRPL3,0,0,0,0,0
PLSCR4,1,0,0,0,0
HEMK1,0,0,0,0,0
CISH,0,0,0,0,0
MAPKAPK3,0,0,0,0,1
ACVR2B,0,0,0,0,0
WDR48,0,0,0,0,0
COMMD2,0,0,0,0,0
GORASP1,0,0,0,0,0
RRP9,0,0,0,0,0
ABCC5,0,0,0,0,0
AADAC,1,1,1,1,0
ABHD14B,0,0,0,0,0
EIF1B,0,0,0,0,0
ARHGEF26,1,1,1,0,0
KLHL24,0,0,0,0,0
PLCH1,0,0,0,0,0
VIPR1,1,0,0,0,1
DNAH1,0,0,0,0,0
SSR3,0,0,0,0,0
ZBTB47,0,0,0,0,0
TNNC1,0,1,0,1,0
NKTR,0,0,0,0,0
CLCN2,0,0,0,0,0
FOXP1,0,0,0,0,0
EIF4G1,0,0,0,0,0
SPCS1,0,0,0,0,0
NEK4,0,0,0,0,0
SLC4A3,0,0,0,0,0
INO80D,0,0,0,0,0
EEF1B2,0,0,0,0,0
ADAM23,1,0,0,1,0
DGUOK,0,0,0,0,0
MOB1A,0,0,0,0,0
KANSL3,0,0,0,0,0
LMAN2L,0,0,0,0,0
RTKN,0,0,0,0,0
TTL,0,0,0,0,0
IL1A,0,1,0,0,0
CCL20,0,0,0,0,0
PIKFYVE,0,0,0,0,0
KCNIP3,0,0,0,0,0
FAHD2A,0,0,0,0,0
NCL,0,0,0,0,0
ACTR1B,0,0,0,0,0
SLC35F5,0,0,0,0,0
ZAP70,0,0,0,0,0
ACTR3,0,0,0,0,0
STEAP3,0,0,0,0,0
EPB41L5,0,0,0,0,0
TFCP2L1,0,0,0,0,0
SF3B6,0,0,0,0,0
TP53I3,0,0,0,0,0
DNAJC27,0,0,0,0,0
POMC,0,0,1,0,1
STAM2,0,0,0,0,0
GPD2,0,0,0,0,0
CENPA,0,0,0,0,0
CYTIP,0,0,0,0,0
ACVR1,0,0,0,0,0
TANC1,0,0,0,0,0
MPV17,0,0,0,0,0
GTF3C2,0,0,0,0,0
EIF2B4,0,0,0,0,0
NRBP1,0,0,0,0,0
ITGB6,1,1,0,0,0
FNDC4,0,0,0,0,0
ITGA4,0,0,0,0,0
PSMD14,0,0,0,0,0
SNX17,0,0,0,0,0
ASB3,0,0,0,0,0
PPM1G,0,0,0,0,0
PDE1A,1,1,0,0,0
REEP6,0,0,1,0,0
PCSK4,1,0,0,0,0
IFIH1,0,0,0,0,0
RPS15,0,0,0,0,0
GCA,0,0,0,0,0
INO80B,0,0,0,0,0
MOGS,0,0,0,0,0
TTC31,0,0,0,0,0
NDUFS7,0,0,0,0,0
PCGF1,0,0,0,0,0
GRB14,0,1,0,0,0
CLIP4,0,0,0,0,0
SPTBN1,0,0,0,0,0
AUP1,0,0,0,0,0
RTN4,0,0,0,0,0
HTRA2,0,0,0,0,0
LOXL3,0,0,0,0,0
DOK1,0,0,0,0,0
GALNT3,0,0,0,0,0
POLE4,0,0,0,0,0
TACR1,1,1,0,0,0
CCDC88A,0,0,0,0,0
ACADL,1,1,1,1,0
EVA1A,1,0,0,0,0
MRPL19,0,0,0,0,0
LANCL1,0,0,0,0,0
WDR75,0,0,0,0,0
EFEMP1,0,0,0,0,0
FANCL,0,0,0,0,0
FN1,1,0,0,0,1
STAT1,1,0,0,0,0
GLS,0,0,0,0,0
PAPOLG,0,0,0,0,0
DNAH6,1,1,0,1,0
PECR,0,1,1,0,0
UNC50,0,0,0,0,0
IGFBP2,1,1,0,1,0
ELMOD3,0,0,0,0,0
IGFBP5,0,1,0,0,0
USP34,0,0,0,0,0
EFHD1,0,0,0,0,0
KCNJ13,1,1,1,1,0
CCT4,0,0,0,0,0
GGCX,0,0,0,0,0
NEU2,1,0,1,0,1
EHBP1,0,0,0,0,0
OTX1,0,0,0,0,0
TXNDC9,0,0,0,0,0
COQ10B,0,0,0,0,0
GNLY,1,1,0,0,0
SF3B1,0,0,0,0,0
ST3GAL5,0,0,0,0,0
CHST10,0,0,0,0,0
PDCL3,0,0,0,0,0
MOB4,0,0,0,0,0
HSPE1,0,0,0,0,0
KDM3A,0,0,0,0,0
PLCD4,1,0,0,0,0
CHMP3,0,0,0,0,0
ZNF142,0,0,0,0,0
IL1R2,1,0,0,0,1
IL1R1,0,0,0,0,0
IL1RL2,0,0,0,0,0
IL1RL1,0,0,0,0,0
IL18R1,0,0,0,0,0
IL18RAP,0,0,0,0,0
SLC9A2,0,1,1,0,0
FHL2,0,0,0,0,0
MLPH,0,0,0,0,0
CNPPD1,0,0,0,0,0
UXS1,0,0,0,0,0
ABCB6,0,0,0,0,0
STK16,0,0,0,0,0
HDLBP,0,0,0,0,0
PPP1R7,0,0,0,0,0
PASK,0,0,0,0,0
STK25,0,0,0,0,0
TPO,0,0,0,0,0
PROC,1,1,0,0,0
ID2,0,0,0,0,0
TAF1B,0,0,0,0,0
HPCAL1,0,0,0,0,0
ODC1,1,0,0,0,0
BIRC6,0,0,0,0,0
NOL10,0,0,0,0,0
PLEKHB2,0,0,0,0,0
GORASP2,0,0,0,0,0
STRN,0,0,0,0,0
CEBPZ,0,0,0,0,0
PRKD3,0,0,0,0,0
DCAF17,0,0,0,0,0
QPCT,1,1,1,0,1
RAB3GAP1,0,0,0,0,0
SLC25A12,0,0,0,0,0
RMDN2,0,0,0,0,0
DLX2,1,0,0,1,0
DARS,0,0,0,0,0
SRSF7,0,0,0,0,0
SDC1,0,0,0,0,0
PLCL1,0,0,0,0,0
SLC1A4,0,0,0,0,0
SOS1,0,0,0,0,0
KYNU,0,1,0,0,0
WIPF1,0,0,0,0,0
ORC2,0,0,0,0,0
COX7A2L,0,0,0,0,0
PNO1,0,0,0,0,0
ORC4,0,0,0,0,0
PLEK,0,0,0,0,0
RND3,0,0,0,0,0
ATF2,0,0,0,0,0
THADA,0,0,0,0,0
AAK1,0,0,0,0,0
TRAK2,0,0,0,0,0
C2orf42,0,0,0,0,0
TIA1,0,0,0,0,0
PCYOX1,0,0,0,0,0
EPAS1,0,0,0,0,0
ARID3A,0,0,0,0,0
SUMO1,0,0,0,0,0
CD207,1,1,0,0,0
ATP6V1B1,0,1,1,0,0
NFE2L2,0,0,0,0,0
MSH6,0,0,0,0,0
PLEKHA3,0,0,0,0,0
SPR,0,0,0,0,0
EPHA4,0,0,0,0,0
PARD3B,0,1,0,0,0
FARSB,0,0,0,0,0
ALMS1,0,0,0,0,0
BCL9,0,0,0,0,0
PRRX1,0,0,0,0,0
DHCR24,0,0,0,0,1
DNAJC16,0,0,0,0,0
MARK1,0,0,0,0,0
MORN1,0,0,0,0,0
GPX7,0,0,0,0,0
CACYBP,0,0,0,0,0
SCP2,0,0,0,0,0
PAPPA2,0,0,0,0,0
RALGPS2,0,0,0,0,0
ANGPTL1,1,1,1,1,0
CEP104,0,0,0,0,0
FAM20B,0,0,0,0,0
TCEANC2,0,0,0,0,0
TMEM59,0,0,0,0,0
LRRC42,0,0,0,0,0
WRAP73,0,0,0,0,0
MRPL37,0,0,0,0,0
ICMT,0,0,0,0,0
RPL22,0,0,0,0,0
QSOX1,0,0,0,0,0
STXBP3,0,0,0,0,0
PHF13,0,0,0,0,0
ERRFI1,0,0,0,0,0
PARK7,0,0,0,0,0
KIAA1324,0,1,1,0,0
AMPD2,0,0,0,0,0
SRSF4,0,0,0,0,0
MECR,0,0,0,0,0
KCNC4,0,0,0,0,0
EDEM3,0,0,0,0,0
WDR77,0,0,0,0,0
ATP5F1,0,0,0,0,0
RAP1A,0,0,0,0,0
HDAC1,0,0,0,0,0
CAPZA1,0,0,0,0,0
S100PBP,0,0,0,0,0
RNF19B,1,0,0,0,0
SCAMP3,0,0,0,0,0
TRIM62,0,0,0,0,0
ASH1L,0,0,0,0,0
DLGAP3,1,1,0,0,1
SFPQ,0,0,0,0,0
RHOU,0,0,0,0,0
GON4L,0,0,0,0,0
ARHGEF2,0,0,0,0,0
LAMTOR2,0,0,0,0,0
MEF2D,0,0,0,0,0
DOCK7,0,0,0,0,0
SRM,0,0,0,0,0
FBXO2,0,0,0,0,0
FBXO6,0,0,0,0,0
C1orf21,0,0,0,0,0
SWT1,0,0,0,0,0
MAD2L2,0,0,0,0,0
DNAJC6,0,0,0,0,0
LEPR,0,0,0,1,0
IVNS1ABP,0,0,0,0,0
KIAA2013,0,0,0,0,0
MFN2,0,0,0,0,0
PRG4,0,1,0,1,0
MIIP,0,0,0,0,0
SMG7,0,0,0,0,0
NCF2,0,0,0,0,0
SLC35D1,0,0,0,0,0
PLA2G4A,0,0,0,0,0
GADD45A,1,0,0,0,0
WLS,0,0,0,0,0
PRDM2,0,0,0,0,0
RGS2,0,0,0,0,0
TROVE2,0,0,0,0,0
UCHL5,0,0,0,0,0
BCAS2,0,0,0,0,0
SRSF11,0,0,0,0,0
CTH,0,0,0,0,0
AGMAT,0,1,0,0,0
OLFML3,0,0,0,0,0
PLEKHM2,0,0,0,0,0
CRYZ,0,0,0,0,0
PHTF1,0,0,0,0,0
ZBTB17,0,0,0,0,0
CD58,0,0,0,0,0
TFAP2E,1,0,0,0,1
CD2,0,0,0,0,0
TTF2,0,0,0,0,0
NR5A2,0,0,0,0,0
KIF21B,0,0,0,0,0
TMEM9,0,0,0,0,0
ADPRHL2,0,0,0,0,0
MAP7D1,0,0,0,0,0
WARS2,0,0,0,0,0
HAO2,0,1,1,0,0
RP11-268J15.5,0,0,0,0,0
OSCP1,0,0,0,0,0
MRPS15,0,0,0,0,0
EXOC8,0,0,0,0,0
GNPAT,0,0,0,0,0
TSNAX,0,0,0,0,0
C1orf109,0,0,0,0,0
RRAGC,0,0,0,0,0
TBCE,0,0,0,0,0
NID1,1,0,0,0,0
LGALS8,0,0,0,0,0
MTR,0,0,0,0,0
BMP8B,0,0,0,0,0
MYCL,0,0,0,0,0
SIPA1L2,0,0,0,0,0
RLF,0,0,0,0,0
KMO,0,0,0,0,0
ZNF684,0,0,0,0,0
KCNQ4,0,0,0,0,0
RIMS3,0,0,0,0,1
AKT3,0,0,0,0,0
ETV3,0,0,0,0,0
ACADM,0,0,0,0,0
ST6GALNAC5,0,0,0,0,0
SLAMF1,0,0,0,0,0
CD48,0,0,0,0,0
ADGRL2,0,0,0,0,0
PADI2,0,0,0,0,0
SDHB,0,0,0,0,0
MFAP2,0,0,0,0,0
RPF1,0,0,0,0,0
KDM5B,0,0,0,0,0
UAP1,0,0,0,0,0
CTBS,0,0,0,0,0
RGS4,1,1,1,0,1
KLHL12,0,0,0,0,0
IGSF21,0,0,0,0,0
SSX2IP,0,0,0,0,0
ZNHIT6,0,0,0,0,0
RBBP5,0,0,0,0,0
GBP3,0,0,0,0,0
GBP1,0,1,0,0,0
PINK1-AS,0,0,0,0,0
KIF17,0,0,0,0,0
GPR89A,0,0,0,0,0
CDK18,1,0,0,0,0
RAB29,0,0,0,0,0
ECE1,0,0,0,0,0
HMGCL,0,0,0,0,0
GALE,0,0,0,0,0
ID3,1,0,0,0,1
CD46,0,0,0,0,0
PRPF3,0,0,0,0,0
APH1A,0,0,0,0,0
P3H1,0,0,0,0,0
SLC2A1,0,0,0,0,0
EBNA1BP2,0,0,0,0,0
CDC20,1,1,0,0,0
ARTN,0,1,0,1,0
IPO13,0,0,0,0,0
ATP6V0B,0,0,0,0,0
B4GALT2,0,0,0,0,0
ERI3,0,0,0,0,0
PTCH2,0,1,0,0,0
AKR1A1,0,0,0,0,0
PRDX1,0,0,0,0,0
PIK3R3,0,0,0,0,0
TSPAN1,1,1,0,0,1
BLZF1,0,0,0,0,0
SLC19A2,0,0,0,0,0
FAAH,0,0,0,0,0
NSUN4,0,0,0,0,0
TMED5,0,0,0,0,0
DR1,0,0,0,0,0
CNN3,0,0,0,0,0
PRRC2C,0,0,0,0,0
F3,0,0,0,0,0
ABCD3,0,0,0,0,0
VAMP4,0,0,0,0,0
DPH5,0,0,0,0,0
FASLG,0,0,0,0,0
PTBP2,0,0,0,0,0
TNFSF4,0,0,0,0,1
PRDX6,0,0,0,0,0
DARS2,0,0,0,0,0
HSD11B1,1,1,1,0,0
IRF6,0,0,0,0,0
DIEXF,0,0,0,0,0
PLPPR4,0,0,0,0,0
RCAN3,0,0,0,0,0
SYF2,0,0,0,0,0
RSRP1,0,0,0,0,0
SLC35A3,0,0,0,0,0
RCOR3,0,0,0,0,0
STMN1,0,0,0,0,0
MTFR1L,0,0,0,0,0
MAN1C1,0,0,0,0,0
NEK2,1,1,0,0,0
RPS6KA1,0,0,0,0,0
DHDDS,0,0,0,0,0
NENF,0,0,0,0,0
NSL1,0,0,0,0,0
PROX1,0,0,0,0,0
ARID1A,0,0,0,0,0
CENPF,0,0,0,0,0
RPA2,0,0,0,0,0
PPP1R8,0,0,0,0,0
STX12,0,0,0,0,0
MARC2,0,0,0,0,0
SLC5A9,1,1,1,0,0
OSBPL9,0,0,0,0,0
TXNDC12,0,0,0,0,0
ESYT2,0,0,0,0,0
CD3EAP,0,0,0,0,0
MESDC2,0,0,0,0,0
RCN2,0,0,0,0,0
CHRNB4,0,0,0,0,0
CTSD,0,0,0,0,0
STAG1,0,0,0,0,0
STK11,0,0,0,0,0
KMT2A,0,0,0,0,0
IFT46,0,0,0,0,0
ZNF541,1,0,0,0,0
SLC8A2,0,0,0,0,0
KPTN,0,0,0,0,0
RPS25,0,0,0,0,0
KIF14,1,1,0,0,1
TNNT2,1,0,0,0,0
DDX59,0,0,0,0,0
CAMSAP2,0,0,0,0,0
ATF6,0,0,0,0,0
MREG,0,0,0,0,0
FASTKD2,0,0,0,0,0
NRP2,0,0,0,0,0
CREB1,0,0,0,0,0
KLF7,0,0,0,0,0
B4GALT6,0,0,0,0,0
C1orf54,0,0,0,0,0
CA14,1,1,1,0,0
LRMP,0,0,0,0,0
ATP10B,1,0,0,0,1
SPCS2,0,0,0,0,0
USP35,0,0,0,0,0
ELOVL4,1,1,1,0,1
FILIP1,0,0,0,0,0
CASP8AP2,0,0,0,0,0
HMGN3,0,0,0,0,0
UBE3D,0,0,0,0,0
CNR1,0,0,0,0,0
ANKRD13C,0,0,0,0,0
SGIP1,0,0,0,0,0
PHF3,0,0,0,0,0
PLAGL1,0,1,0,0,0
FBXO30,0,0,0,0,0
TNFAIP3,0,0,0,0,0
AKAP7,0,0,0,0,0
RAB32,0,0,0,0,0
MYB,1,0,0,0,1
SGK1,0,0,0,0,0
RNF146,0,0,0,0,0
ARG1,1,1,1,0,1
CTGF,0,0,0,0,0
PMFBP1,0,0,0,0,0
FBXL5,0,0,0,0,0
MED28,0,0,0,0,0
SLC16A7,1,0,0,0,0
TMEM5,0,0,0,0,0
ZNF430,0,0,0,0,0
VAMP8,0,0,0,0,0
DCLRE1B,0,0,0,0,0
MYL12B,0,0,0,0,0
FOXO3,0,0,0,0,0
ARMC2,0,0,0,0,0
RPN2,0,0,0,0,0
TGIF2,0,0,0,0,0
CASQ2,0,1,0,1,0
PKD2,0,0,0,0,0
ABCG2,0,0,0,0,0
SPP1,1,1,1,0,0
STBD1,0,0,0,0,0
CCNI,0,0,0,0,0
RARRES1,0,0,1,0,0
MFSD1,0,0,0,0,0
RAB3GAP2,0,0,0,0,0
EEF2KMT,0,0,0,0,0
PPL,1,0,0,0,1
UBN1,0,0,0,0,0
KLF12,0,0,0,0,0
UCHL3,0,0,0,0,0
PCDH17,1,1,0,0,0
HS1BP3,0,0,0,0,0
LDAH,0,0,0,0,0
WDR35,0,0,0,0,0
CCND2,0,0,0,0,0
ELL2,0,0,0,0,0
DNAH7,0,0,0,0,0
CYP20A1,0,0,0,0,0
NDUFB3,0,0,0,0,0
GTF3C3,0,0,0,0,0
SATB2,0,0,0,0,0
UBE2B,0,0,0,0,0
TRPM6,0,0,0,0,0
GDA,0,0,0,0,1
KLF9,0,0,0,0,0
TJP2,0,0,0,0,0
C2orf40,1,1,1,0,0
ITGB1BP1,0,0,0,0,0
CPSF3,0,0,0,0,0
PIGZ,0,0,0,0,0
SENP5,0,0,0,0,0
CCDC92,0,0,0,0,0
C1orf198,0,0,0,0,0
HEATR1,0,0,0,0,0
PTBP3,0,0,0,0,0
RAD23B,0,0,0,0,0
FKBP15,0,0,0,0,0
CTNNAL1,0,0,0,0,0
FAM206A,0,0,0,0,0
WDR34,0,0,0,0,0
SET,0,0,0,0,0
PTPA,0,0,0,0,0
GLE1,0,0,0,0,0
RAB14,0,0,0,0,0
CNTRL,0,0,0,0,0
TRIM32,0,0,0,0,0
FBXW2,0,0,0,0,0
PHF19,0,0,0,0,0
NEK6,0,0,0,0,0
BSPRY,1,0,0,0,1
PPP6C,0,0,0,0,0
NDUFA8,0,0,0,0,0
HDHD3,0,0,0,0,0
RBM18,0,0,0,0,0
SLC46A2,1,1,1,0,0
HSDL2,0,0,0,0,0
MAPKAP1,0,0,0,0,0
NR4A3,0,0,0,0,0
INVS,0,0,0,0,0
GALNT12,0,0,0,0,0
DENND1A,0,0,0,0,0
ALG2,0,0,0,0,0
CSF3R,0,0,0,0,0
KDSR,0,0,0,0,0
VPS4B,0,0,0,0,0
ONECUT2,1,0,0,0,1
C19orf25,0,0,0,0,0
ZBTB45,0,0,0,0,0
YLPM1,0,0,0,0,0
DCAF4,0,0,0,0,0
FCF1,0,0,0,0,0
PGF,0,1,0,0,0
IFI27L2,0,0,0,0,0
BBOF1,0,0,0,0,0
NEK9,0,0,0,0,0
ACYP1,0,0,0,0,0
IFT43,0,0,0,0,0
NPC2,0,0,0,0,0
DNAL1,0,0,0,0,0
IRF2BPL,0,0,0,0,0
ACOT2,0,1,1,0,0
LTBP2,0,0,0,0,0
AREL1,0,0,0,0,0
MLH3,0,0,0,0,0
TTLL5,0,0,0,0,0
FLVCR2,0,0,0,0,0
ABCD4,0,0,0,0,0
DLST,0,0,0,0,0
PPP4R4,1,1,1,0,1
TGFB3,0,0,0,0,0
ZC2HC1C,0,0,0,0,0
SLIRP,0,0,0,0,0
RBM25,0,0,0,0,0
ALDH6A1,0,0,0,0,0
GPR68,0,1,0,0,0
EIF2B2,0,0,0,0,0
NRDE2,0,0,0,0,0
COQ6,0,0,0,0,0
ZNF410,0,0,0,0,0
RHOQ,0,0,0,0,0
GPR75,0,0,0,0,0
SUPT7L,0,0,0,0,0
KLHL29,0,0,0,0,0
DNMT3A,0,0,0,0,0
TMEM214,0,0,0,0,0
ATAD2B,0,0,0,0,0
FKBP1B,0,0,0,0,0
ATL2,0,0,0,0,0
YPEL5,0,0,0,0,0
FAM98A,0,0,0,0,0
YIPF4,0,0,0,0,0
AFTPH,0,0,0,0,0
LGALSL,1,0,0,0,0
CNRIP1,0,0,0,0,0
BCL11A,0,0,0,0,0
CRIPT,0,0,0,0,0
EPCAM,0,0,0,0,0
SLC17A5,0,0,0,0,0
OGFRL1,0,0,0,0,0
SLF2,0,0,0,0,0
IDE,1,0,0,0,1
ELOVL3,0,1,1,0,0
IFIT3,1,1,0,0,0
IFIT2,1,0,0,0,1
GPAM,0,0,0,0,0
CUTC,0,0,0,0,0
PPP1R3C,0,0,0,0,0
PYROXD2,0,0,0,0,0
CNNM1,0,1,0,0,0
MXI1,0,0,0,0,0
SMNDC1,0,0,0,0,0
C10orf88,0,0,0,0,0
HELLS,0,0,0,0,0
TCTN3,0,0,0,0,0
FAM45A,0,0,0,0,0
AVPI1,0,0,0,0,0
WDR11,0,0,0,0,0
C10orf76,0,0,0,0,0
KCNIP2,0,1,0,0,0
CFAP58,0,0,0,0,0
GOT1,0,0,0,0,0
C10orf95,0,0,0,0,0
GNA13,0,0,0,0,0
KANSL1,0,0,0,0,0
HOXB3,0,0,0,0,0
DUSP1,0,0,0,0,0
PANK3,0,0,0,0,0
MSX2,0,0,0,0,0
TEK,0,0,0,0,0
RCL1,0,0,0,0,0
CAAP1,0,0,0,0,0
MOB3B,0,0,0,0,0
MLANA,1,1,1,0,0
CD274,0,1,0,0,0
GRIA2,0,1,1,0,0
NUP43,0,0,0,0,0
MTHFD1L,0,0,0,0,0
LRP11,0,0,0,0,0
CCDC170,0,0,0,0,0
PCMT1,0,0,0,0,0
PLEKHG1,0,0,0,0,0
MYCT1,0,0,0,0,0
CXorf21,0,0,0,0,0
CYSTM1,0,0,0,0,0
WDR55,0,0,0,0,0
ARAP3,0,0,0,0,0
PCDHB8,0,0,0,0,0
PCDHB10,0,0,0,0,0
PCDHB14,0,0,0,0,0
PCDHB12,0,0,0,0,0
TNN,0,1,0,0,0
MRPS14,0,0,0,0,0
CENPL,0,0,0,0,0
TNFSF18,0,0,1,0,0
GORAB,0,0,0,0,0
ACAT2,0,0,0,0,1
TCP1,0,0,0,0,0
SNX19,0,0,0,0,0
KCNJ5,0,0,0,0,0
MSANTD2,0,0,0,0,0
TP53AIP1,1,0,0,0,0
PDZD11,0,0,0,0,0
SLC10A7,0,0,0,0,0
NUDCD1,0,0,0,0,0
ENY2,0,0,0,0,0
MASTL,0,0,0,0,0
KIAA1217,0,0,0,0,0
PLXDC2,0,0,0,0,0
EPC1,0,0,0,0,0
IQSEC3,0,0,0,0,0
CCDC77,0,0,0,0,0
